"","diameter","crown_cover","tree_density","ba_ha","palmer_drought_sensitive_index","climate_water_deficit","precipitation_accumulation","min_temperature","max_temperature","wind_speed_at_10m","slope.map_nepal","elevation_nepal","aspect","soil_moisture","soil_depth","penetration_depth","organic_layer_type","organic_layer_thickness","dia_growth_cm_yr"
"1016",16.1,98,550.07,43.225982814921,-61.76666667,803.3666667,80.23333333,172.7333333,306.9333333,160.7333333,10.93869,408,1,441.0333333,4,13,0,0,0.2
"1017",54.3,66,390.6756,25.4403388568469,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.16
"1018",53.9,66,390.6756,25.4403388568469,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.1
"1019",28.1,66,390.6756,25.4403388568469,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.32
"1020",26.7,66,390.6756,25.4403388568469,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.28
"1021",51.9,66,390.6756,25.4403388568469,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.08
"1022",43.5,66,390.6756,25.4403388568469,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.54
"1023",34,35,598.18,9.80330542010952,-76.2,875.8,75.2,181.4,319.4,160.5666667,1.97531,409,0,480.4333333,NA,NA,NA,NA,1.14
"1024",42,35,598.18,9.80330542010952,-76.2,875.8,75.2,181.4,319.4,160.5666667,1.97531,409,0,480.4333333,NA,NA,NA,NA,0.28
"1025",50.4,70,327.2,16.4364373196977,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.22
"1026",38.9,70,327.2,16.4364373196977,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.12
"1027",12.7,70,327.2,16.4364373196977,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.1
"1028",38.2,70,327.2,16.4364373196977,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.1
"1029",42.4,70,327.2,16.4364373196977,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.34
"1030",36.1,70,327.2,16.4364373196977,-76.2,875.8,75.2,181.4,319.4,160.5666667,5.72624,444,0,480.4333333,NA,NA,NA,NA,0.18
"1031",43.1,75,1021.06,15.6742472557677,-187.6,1032.533333,65.86666667,196.7666667,338.3333333,147.2,0.33058,183,1,539.9333333,5,14,1,1,0.16
"1032",29.2,70,1870.29,13.2306549381515,-187.6,1032.533333,65.86666667,196.7666667,338.3333333,147.2,0.22721,184,1,539.9333333,4,20,0,1,1.06
"1033",25.8,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.05
"1034",15.8,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.17
"1035",19.2,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.08
"1036",14.9,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.03
"1037",24.4,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.22
"1038",25.8,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.12
"1039",19.2,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.1
"1040",59.5,68,701.89,22.4394246299841,-28.02857143,558.4285714,88.4,155.8,278.7428571,152.8285714,6.31606,1152,1,408,0,0,0,0,0.08
"1041",30,68,432.44,16.3207122539713,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,15,1,3,0.01
"1042",21.6,68,432.44,16.3207122539713,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,15,1,3,0.2
"1043",24.7,68,432.44,16.3207122539713,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,15,1,3,0.1
"1044",22.3,68,432.44,16.3207122539713,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,15,1,3,0.1
"1045",26.1,68,432.44,16.3207122539713,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,15,1,3,0.03
"1046",26.6,70,587.18,19.6773381282399,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,14,1,4,0.1
"1047",37,70,587.18,19.6773381282399,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,14,1,4,0.19
"1048",17.7,70,587.18,19.6773381282399,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,14,1,4,0.19
"1049",21.8,70,587.18,19.6773381282399,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,14,1,4,0.29
"1050",35.8,70,587.18,19.6773381282399,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,14,1,4,0.03
"1051",24.7,70,587.18,19.6773381282399,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,4,14,1,4,0.01
"1052",11.8,57,376.46,3.9732476272187,-56.25,620.925,81.375,157.15,279.425,157.825,6.31606,1152,1,377.575,NA,NA,NA,NA,0.61
"1053",86,72,61.91,17.506234307729,-88.1,836.55,72.55,173.975,313.175,151.75,10.24816,577,0,481.575,4,25,0,0,1.77
"1054",50.6,72,61.91,17.506234307729,-88.1,836.55,72.55,173.975,313.175,151.75,10.24816,577,0,481.575,4,25,0,0,0.57
"1055",50.1,98,704.53,36.9336763490027,-88.1,836.55,72.55,173.975,313.175,151.75,10.24816,577,0,481.575,NA,NA,NA,NA,0.43
"1056",61.1,98,128.24,14.4184078289985,-88.1,836.55,72.55,173.975,313.175,151.75,10.24816,577,0,481.575,NA,NA,NA,NA,0.33
"1057",41.2,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.23
"1058",41.4,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.17
"1059",51.1,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.83
"1060",43.7,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.06
"1061",35.9,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.2
"1062",34.2,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.1
"1063",65.1,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.2
"1064",35.2,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.44
"1065",51.6,85,549.35,20.8579067307589,-88.1,836.55,72.55,173.975,313.175,151.75,8.14803,565,0,481.575,4,19,0,0,0.21
"1066",32.8,79,1598.9,20.3356891301909,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,1.05502,226,1,476.7333333,5,18,1,1,0.6
"1067",32.5,79,1598.9,20.3356891301909,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,1.05502,226,1,476.7333333,5,18,1,1,0.02
"1068",32,79,1598.9,20.3356891301909,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,1.05502,226,1,476.7333333,5,18,1,1,0.84
"1069",15.8,79,1598.9,20.3356891301909,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,1.05502,226,1,476.7333333,5,18,1,1,0.44
"1070",13.3,46,1100.44,23.7520764690751,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,3.30512,228,1,476.7333333,4,4,0,1,0.78
"1071",7.3,46,1100.44,23.7520764690751,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,3.30512,228,1,476.7333333,4,4,0,1,0.24
"1072",88,75,882.26,25.0607526483333,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,0.93511,230,1,476.7333333,4,11,0,11,0.62
"1073",27.2,75,882.26,25.0607526483333,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,0.93511,230,1,476.7333333,4,11,0,11,0.92
"1074",10.8,75,882.26,25.0607526483333,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,0.93511,230,1,476.7333333,4,11,0,11,0.48
"1075",45.8,75,882.26,25.0607526483333,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,0.93511,230,1,476.7333333,4,11,0,11,1.06
"1076",21.5,75,882.26,25.0607526483333,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,0.93511,230,1,476.7333333,4,11,0,11,0.8
"1077",22.9,79,1256.95,24.4016137328365,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,2.47171,240,1,476.7333333,4,3,0,2,0.82
"1078",20.9,79,1256.95,24.4016137328365,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,2.47171,240,1,476.7333333,4,3,0,2,0.42
"1079",22,79,1256.95,24.4016137328365,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,2.47171,240,1,476.7333333,4,3,0,2,0.84
"1080",57.5,79,1256.95,24.4016137328365,-200.5666667,1054.2,65.3,194.4,336.6666667,151.9333333,2.47171,240,1,476.7333333,4,3,0,2,0.7
"1081",41.8,40,23.88,6.15830542840306,-75.775,774.4,76.2,164.9,298.45,155.525,10.77201,1022,1,461.325,NA,NA,NA,NA,0.39
"1082",52.5,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.34
"1083",42.3,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.54
"1084",78.3,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.5
"1085",53.8,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.34
"1086",94.2,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.06
"1087",6.9,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.43
"1088",47.4,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.41
"1089",59.4,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.34
"1090",30.5,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.5
"1091",30.9,80,302.42,28.9392974419941,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,24,3,2,0.57
"1092",52.8,80,141.51,27.7749443663061,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,23,0,0,0.26
"1093",80.2,80,141.51,27.7749443663061,-69.675,726.575,78.725,159.1,287.75,156.225,7.41215,920,0,466.9,4,23,0,0,0.07
"1094",47.8,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.2
"1095",58.2,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.36
"1096",33,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.57
"1097",36.5,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.43
"1098",40.6,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.4
"1099",36.1,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.47
"1100",40.4,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.36
"1101",39.6,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.33
"1102",48.5,70,314.8,16.2404603638831,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,4,22,1,2,0.19
"1103",21.1,81,351.29,12.8445293956069,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,NA,NA,NA,NA,0.09
"1104",24,81,351.29,12.8445293956069,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,NA,NA,NA,NA,0.1
"1105",36.3,81,351.29,12.8445293956069,-69.675,726.575,78.725,159.1,287.75,156.225,7.00501,818,0,466.9,NA,NA,NA,NA,0.04
"1106",23.4,44,796.49,16.0557717112675,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,3.8
"1107",25.8,66,238.12,17.021726963804,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,0.88
"1108",23.8,66,238.12,17.021726963804,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,1.16
"1109",38.4,66,238.12,17.021726963804,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,1.52
"1110",21.6,66,238.12,17.021726963804,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,3.32
"1111",46.2,66,238.12,17.021726963804,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,2.7
"1112",42.1,66,238.12,17.021726963804,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.32602,150,1,523.4333333,5,0,0,1,0.98
"1113",22.7,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,0.1
"1114",28.8,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,0.9
"1115",20.9,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,0.42
"1116",44.7,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,1.46
"1117",34.7,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,2.06
"1118",28.3,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,0.64
"1119",32.2,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,0.56
"1120",31.6,62,339.37,24.5318246308697,-332.7666667,1136,55.5,198.0333333,341.1,156.1666667,0.64886,153,1,523.4333333,5,0,0,1,1.88
"1121",71.4,40,81.58,10.2771664877262,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,NA,NA,NA,NA,1.17
"1122",72.5,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.4
"1123",31.9,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.17
"1124",30.9,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.3
"1125",33.8,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.1
"1126",44.3,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.4
"1127",41.1,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,1.8
"1128",44.7,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.2
"1129",41.2,90,372.5,19.1577165120753,-118.1666667,865.8,71.66666667,169.0333333,306.4333333,160,7.39749,472,0,433.9,3,17,0,0,0.33
"1130",93.7,46,39.8,19.7614491507437,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,5,9,0,1,0.22
"1131",120.6,46,39.8,19.7614491507437,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,5,9,0,1,0.04
"1132",56.5,46,39.8,19.7614491507437,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,5,9,0,1,0.94
"1133",31.2,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,1.64
"1134",72.5,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,0.3
"1135",42.3,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,0.74
"1136",31,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,1.66
"1137",33,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,1.4
"1138",39.7,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,1.26
"1139",30.1,57,187.04,22.0618004492177,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.67108,153,1,495.2333333,4,13,0,1,1.3
"1140",50.6,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.48
"1141",52.7,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.52
"1142",57.3,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,1.16
"1143",62,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.94
"1144",57.4,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.92
"1145",64.8,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.7
"1146",72.1,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,1.12
"1147",65.2,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.1
"1148",69.9,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,1.66
"1149",55.3,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,1.02
"1150",56.3,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,2.4
"1151",66.5,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.64
"1152",68.1,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.98
"1153",55.7,79,111.44,38.355655447505,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,30,1,1,0.82
"1154",46.3,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,0.4
"1155",51,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,0.14
"1156",59.8,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,1.44
"1157",73.5,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,1.26
"1158",39.5,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,0.86
"1159",44,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,0.8
"1160",42.5,64,93.75,23.8840619581006,-334.3333333,1151.866667,55.3,199.3666667,340.8,156.3666667,0.57792,152,1,495.2333333,5,14,1,1,1.3
"1161",7.8,66,946.34,15.034171581579,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,29,0,0,0.34
"1162",8.5,66,946.34,15.034171581579,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,29,0,0,0.22
"1163",7,66,946.34,15.034171581579,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,29,0,0,0.62
"1164",57.3,66,946.34,15.034171581579,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,29,0,0,0.28
"1165",11.1,66,946.34,15.034171581579,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,29,0,0,0.64
"1166",12.4,66,946.34,15.034171581579,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,29,0,0,0.6
"1167",55.8,73,426.01,18.561455004852,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,25,0,0,0.62
"1168",50.8,73,426.01,18.561455004852,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,25,0,0,0.3
"1169",15.8,73,426.01,18.561455004852,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,25,0,0,0.76
"1170",48.3,73,426.01,18.561455004852,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,25,0,0,1.24
"1171",13.5,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.26
"1172",14.4,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.82
"1173",5.5,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.22
"1174",13.1,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.46
"1175",8.2,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.14
"1176",10.8,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.34
"1177",10.2,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.48
"1178",36.8,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,0.44
"1179",13.8,88,1715.59,19.4507692856424,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,2.91201,231,0,438.6333333,5,26,0,0,1.36
"1180",5.6,51,676.24,15.0535454064826,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,29,0,0,0.18
"1181",21.4,51,676.24,15.0535454064826,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,29,0,0,0.48
"1182",36.7,51,676.24,15.0535454064826,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,29,0,0,0.38
"1183",55.8,51,676.24,15.0535454064826,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,29,0,0,0.6
"1184",46.3,70,418.72,16.0925290490109,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,28,0,0,0.62
"1185",57.5,53,1731.49,17.9617103981458,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,30,0,0,0.12
"1186",6.4,53,1731.49,17.9617103981458,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,30,0,0,0.12
"1187",36.5,53,1731.49,17.9617103981458,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,30,0,0,0.6
"1188",45.2,53,1731.49,17.9617103981458,-235.7,1053.6,53.73333333,190.5333333,332.0333333,149.1,1.99116,208,0,438.6333333,5,30,0,0,0.88
"1189",39.4,95,214.92,45.6688564853637,-260.6,1140.2,57.33333333,197.0333333,338.6,160.4333333,0.91228,163,1,435.9333333,5,18,1,1,0.12
"1190",35.2,95,214.92,45.6688564853637,-260.6,1140.2,57.33333333,197.0333333,338.6,160.4333333,0.91228,163,1,435.9333333,5,18,1,1,0.2
"1191",41.5,95,214.92,45.6688564853637,-260.6,1140.2,57.33333333,197.0333333,338.6,160.4333333,0.91228,163,1,435.9333333,5,18,1,1,0.34
"1192",39.2,95,214.92,45.6688564853637,-260.6,1140.2,57.33333333,197.0333333,338.6,160.4333333,0.91228,163,1,435.9333333,5,18,1,1,0.22
